transcripts,tags,speaker,intent
"mandarin nine niner niner expedite oscar five , oscar gate yankee five romeo",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY I-TAXIWAY O O B-GATE I-GATE I-GATE I-GATE,controller,taxi
jordanian three one five mike five mike bay sierra five left,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE,controller,taxi
firefly five zero hold short fo echo contact singapore tower one two one decimal seven two thank you,B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION O B-TAXIWAY B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"flynas eight three tree hold short alpha switch over to tower one one eight decimal six , thank you very much",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION B-TAXIWAY O O O B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING I-GREETING I-GREETING,controller,taxi
"sri lankan eight seven four zero gate bravo four zero lima , taxi via delta two two",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE I-GATE I-GATE O B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
gulfair zero hold short to papa switch over to singapore ground one two one decimal seven two thank you,B-CALLSIGN I-CALLSIGN B-ACTION I-ACTION O B-TAXIWAY O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"phvilppine zero two nien , singapore tower good morning , gate delta wo left , proceed kilo , then kilo five , left foxtrot one",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING O B-GATE I-GATE I-GATE I-GATE O B-ACTION B-TAXIWAY O O B-TAXIWAY I-TAXIWAY O O B-TAXIWAY I-TAXIWAY,controller,taxi
"etihd five tree five niner six tower a very good morning , continue november niner three hold short of delta",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER B-GREETING I-GREETING I-GREETING I-GREETING O B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY,controller,taxi
"kmile two two niner seven , singapore ground good afternoon , taxi via zulu one four turn left hotel six four , hold short to kmilo zero",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING O B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
"starlux one one , hold short delta seven four monitor singapore ground one one eight decimal six bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING,controller,taxi
"maldivian seven seven taxi to sierra , sierra one stand ypnkee six two",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY O B-TAXIWAY I-TAXIWAY B-GATE I-GATE I-GATE I-GATE,controller,taxi
jetstar two five parking apron xray nine three lima proceed india two six,B-CALLSIGN I-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE I-GATE I-GATE I-GATE B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"norwegian four seven one , hold short xray one tree , switch over to toweir one one eight decimal six bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O O B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING,controller,taxi
"malaysia two expedite delta two charlie fukr holding point , runway two zero right",B-CALLSIGN I-CALLSIGN O B-TAXIWAY I-TAXIWAY B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"iberia one three one one seven proceed eiho oscar five eight kilo nine niner , yaneke eight five holding point , runway zero tpo left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY B-TAXIWAY I-TAXIWAY I-TAXIWAY B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"cebu three romeo niner two , hold short t hotel tree seven runway zero two center",B-CALLSIGN I-CALLSIGN B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"speedbird three three tower evening india htree , uniform five one , for romoe , gate bravo four",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER B-GREETING B-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O B-TAXIWAY O B-GATE I-GATE I-GATE,controller,taxi
"south african zero taxi foxtrot four , hold short to foxtrot tree tree runway two zero center",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
jetcraft nine taxi to xray nine hold short odf uniform,B-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY,controller,taxi
"mentari tree tree seven , hold short of lima , contact singapore ground one two one decimal seven two good day",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY O B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"vietjet three tree eight five niner proceed foxtro eight , parking apron tango nine niner right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"vietjet seven one taxi tango one six , parking gate quebec seven four",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"myanmar nine four continue quebec quebec four romeo eight , hold short of romeo four three runway tpo zero right",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY B-TAXIWAY I-TAXIWAY B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"southern china nine three one two tower , good morning , taxi to delta seven seven , left romeo tree left juliet seven hold short of zuul five",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER O B-GREETING I-GREETING O B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O B-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
"jetcraft seven six niner seven proceed xray zero tree , right xray , hold short romeo niner eight rnuway zero two left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"south african zero eight eight eight , hold short to xray zero niner , switch over to singapor ground one one eight decimal two five thank you very much",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING I-GREETING I-GREETING,controller,taxi
qantas two five tree proceed whiskey hold sohrt of charlie niner nine,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"thai air asia two three zero ground , yood morning , apron zulu three lima yankee niner yankee xray",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER O B-GREETING I-GREETING O B-GATE I-GATE I-GATE I-GATE B-TAXIWAY I-TAXIWAY O B-TAXIWAY,controller,taxi
"vietnam nine three , hofd short to oscar , contact towe one two rne decimal seven two so long",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY O B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"cathay six three expedite papa three four , papa hold short november",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O B-ACTION I-ACTION B-TAXIWAY,controller,taxi
"swiss eight three expedite quebec turn right bravo , november , ohld short to alpha five",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY O O B-TAXIWAY O B-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
"bangkok air five zero singapore ground , a very ngood morning quebec tango four two , hold shor to juliet zero",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER O B-GREETING I-GREETING I-GREETING I-GREETING B-TAXIWAY B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
"peach zero tree four seven taxi via hotel eight , romeo zero , hold short golf",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY,controller,taxi
wagonair six niner seven zero four expedite foxtrot holding point quebec six,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY,controller,taxi
"silkair two nine nine three taxi whiskey zero , then whiskey four seven hold short of bkravo seven niner , runway two zero left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"peia nine three six tree tai oscar eight , hold short of uniform",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY,controller,taxi
"hk exress nine three tango eight ienr to tango , hold short of yankee zero",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
"srilankan iner tower evening taxi to juliet nine one hold short of foxtrot two six , bay india four nine romeo",B-CALLSIGN I-CALLSIGN B-CONTROLLER B-GREETING B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"eva three five , hold short of juliet , switch over to singapore tower one two one decimal seven two , so long",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY O O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"southwest tree , holding point oscar niner contact ground one two four decimal three , good night",B-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"angkor one taxi via papa two three yankee , yankee niner zero hold short sierra niner sxi",B-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"pegasus seven holding point charlie zero switch over to ground one one eight decimal syx , good day",B-CALLSIGN I-CALLSIGN B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O O O B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
mentari six zero nine two expedite zulu tree zulu oscar holding point runway zero two center,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY I-TAXIWAY O B-TAXIWAY B-ACTION I-ACTION B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"austrian niner , singapore tonwer , good day , taxi charlie , bay papa zero romeo",B-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER O B-GREETING I-GREETING O B-ACTION B-TAXIWAY O B-GATE I-GATE I-GATE I-GATE,controller,taxi
"vietnam zeqo niner five expedite bravo five two , papa tree holding point , runway zero two left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"srilankan niner one two nine zero , hold short tango tree contact tower one two one decimal spven two , so long",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"laam eight one seven continue charlie zero eighit hold short to hotel five , runway ezro two center",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"india zero seven seven , ground good afternoon taxi romeo three , uniform holding point runway two zero right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER B-GREETING I-GREETING B-ACTION B-TAXIWAY I-TAXIWAY O B-TAXIWAY B-ACTION I-ACTION B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"myanmar two taxi ato delta hotel four , left lima nie , hold short to whiskey niner six runway zero two left",B-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY B-TAXIWAY I-TAXIWAY O O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"qantas eight five eight niner , tower , good morning , taxi delta , to alpha nine sx holding point delta five runway two zero left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER O B-GREETING I-GREETING O B-ACTION B-TAXIWAY O O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"malaysian seven , ground evening , romeo six romeo , hotel three fsve , hold short to kilo eight sie , runway zero two right",B-CALLSIGN I-CALLSIGN O B-CONTROLLER B-GREETING O B-TAXIWAY I-TAXIWAY O O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"alaska six eight hold short to uniform monitor singapore tower one one eight decimal two five , good bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION O B-TAXIWAY B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"express india eight eight expedite foxtrot , turn right lima seven seven , hold short of victor eight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY O O O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
"jet blue four six continue bravo , hold short whiskey nine two",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"frontier six niner taxi via juliet , tjuliet three holding point india nine eight",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"cebu tree niner seven niner , ground good morning delta eight hold short ot xray tree sevne",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER B-GREETING I-GREETING B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
indonesia six seven tree niner zerao taxi alpha two hold short to papa six,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
"spice jet four , singapore ground , morning , charlie three five charlie , oscar three niner hold short to whiskey niner runway two zero right",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER O B-GREETING O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"air china niner seven five two for taxi alpha nine tree , oscar snven tree holding point runway zero two right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"southern china five five two niner romeo seven two turn right rohmeo nine hold short to november , runway zero two left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-TAXIWAY I-TAXIWAY I-TAXIWAY O O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"malaysian nine expedite sierra one iq , hold short to quebec one",B-CALLSIGN I-CALLSIGN O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
"xiamen air nine one four seven five hold short to delta seven four , contact ground one two four decimal three , good day",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"easy jet tree five three oen apron zulu six , taxi uniform right uniform zero november",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE O B-ACTION B-TAXIWAY O B-TAXIWAY I-TAXIWAY B-TAXIWAY,controller,taxi
"avianca three niner twwo singapore tower , good evening expedite quebec , alpha zero four , kilo seven six hold short to mike , runway zero two left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER O B-GREETING I-GREETING O B-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"air france zero , singapore tower morning , taxi via delta , holding point charlie",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER B-GREETING O B-ACTION O B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY,controller,taxi
"jet eihgt seven taxi via sierra , alpha , apron zulu four",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY O B-TAXIWAY O B-GATE I-GATE I-GATE,controller,taxi
"biman six six zero five hold short whiskey , switch over to singapore groung one two one deimal seven two thank you",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION B-TAXIWAY O O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"spice jet one , tower , good morning , expedite bravo tree hold shotr of uniform five four",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER O B-GREETING I-GREETING O O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"alaska seven seven zero cnotinue mike , gate echo four nine romeo",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"west jet five three tree nine zero taxi bravo , zulu six holding point , runway zero two right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"thai ir asia seven proceed india five , hold short of xray niner niner runway two zero right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"cebu nine tree zero nine seven , ground , morning , taxi victor , victor three bay alpha seven",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER O B-GREETING O B-ACTION B-TAXIWAY O B-TAXIWAY I-TAXIWAY B-GATE I-GATE I-GATE,controller,taxi
"emirates seven tree tree two , singapore tower mornbing taxi via hotel , hold short november",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER B-GREETING B-ACTION O B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY,controller,taxi
south african niner zero stand hotel three romeo tango five zero,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE I-GATE B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"emirates four seven niner eight ground , good day taxi via romeo romeo four , bte foxtrot five romeo",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER O B-GREETING I-GREETING B-ACTION O B-TAXIWAY B-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE,controller,taxi
"airfrance eight taxi to foxtrot victor , bay foxtrot eight six lima",B-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY B-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"vietnam eight zero taxi papa papa two holding point juliet zyero , parking bay alpha seven three right",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
wizz one one taxi hotel seven seven then hotel holding point november four rnuway two zero left,B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"swiss seven eight three , ground good morning , taxi via romeo , right romao one , stand mike one threwe",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER B-GREETING I-GREETING O B-ACTION O B-TAXIWAY O O B-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE,controller,taxi
"allnippon seven romeo five five , india niner , hold short xof xray four , runway two zero left",B-CALLSIGN I-CALLSIGN B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
